"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
23,215,"ESP","Spain",1,"Andalucía",1,"Almería",1,"n.a. (15)",23,"Taberno",NA,"Municipality","Municipality"
24,215,"ESP","Spain",1,"Andalucía",1,"Almería",1,"n.a. (15)",24,"Tíjola",NA,"Municipality","Municipality"
25,215,"ESP","Spain",1,"Andalucía",1,"Almería",1,"n.a. (15)",25,"Urrácal",NA,"Municipality","Municipality"
26,215,"ESP","Spain",1,"Andalucía",1,"Almería",1,"n.a. (15)",26,"Zurgena",NA,"Municipality","Municipality"
27,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",27,"Alcudia de Monteagud",NA,"Municipality","Municipality"
28,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",28,"Benitagla",NA,"Municipality","Municipality"
29,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",29,"Benizalón",NA,"Municipality","Municipality"
30,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",30,"Cóbdar",NA,"Municipality","Municipality"
31,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",31,"Castro de Filabres",NA,"Municipality","Municipality"
32,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",32,"Lubrín",NA,"Municipality","Municipality"
33,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",33,"Lucainena de las Torres",NA,"Municipality","Municipality"
34,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",34,"Olula de Castro",NA,"Municipality","Municipality"
35,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",35,"Senés",NA,"Municipality","Municipality"
36,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",36,"Sorbas",NA,"Municipality","Municipality"
37,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",37,"Tabernas",NA,"Municipality","Municipality"
38,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",38,"Tahal",NA,"Municipality","Municipality"
39,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",39,"Turrillas",NA,"Municipality","Municipality"
40,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",40,"Uleila del Campo",NA,"Municipality","Municipality"
41,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)",41,"Velefique",NA,"Municipality","Municipality"
42,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",42,"Abla",NA,"Municipality","Municipality"
43,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",43,"Abrucena",NA,"Municipality","Municipality"
44,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",44,"Alboloduy",NA,"Municipality","Municipality"
45,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",45,"Alhabia",NA,"Municipality","Municipality"
46,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",46,"Alsodux",NA,"Municipality","Municipality"
47,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",47,"Fiñana",NA,"Municipality","Municipality"
48,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",48,"Gérgal",NA,"Municipality","Municipality"
49,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",49,"Las Tres Villas",NA,"Municipality","Municipality"
50,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",50,"Nacimiento",NA,"Municipality","Municipality"
51,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)",51,"Santa Cruz de Marchena",NA,"Municipality","Municipality"
52,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",52,"Alcolea",NA,"Municipality","Municipality"
53,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",53,"Alhama de Almería",NA,"Municipality","Municipality"
54,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",54,"Alicún",NA,"Municipality","Municipality"
55,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",55,"Almócita",NA,"Municipality","Municipality"
56,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",56,"Alsodux",NA,"Municipality","Municipality"
57,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",57,"Bayárcal",NA,"Municipality","Municipality"
58,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",58,"Beires",NA,"Municipality","Municipality"
59,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",59,"Bentarique",NA,"Municipality","Municipality"
60,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",60,"Canjáyar",NA,"Municipality","Municipality"
61,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",61,"Fondón",NA,"Municipality","Municipality"
62,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",62,"Huécija",NA,"Municipality","Municipality"
63,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",63,"Illar",NA,"Municipality","Municipality"
64,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",64,"Instinción",NA,"Municipality","Municipality"
65,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",65,"Láujar de Andarax",NA,"Municipality","Municipality"
66,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",66,"Ohanes",NA,"Municipality","Municipality"
67,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",67,"Padules",NA,"Municipality","Municipality"
68,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",68,"Paterna del Río",NA,"Municipality","Municipality"
69,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",69,"Rágol",NA,"Municipality","Municipality"
70,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)",70,"Terque",NA,"Municipality","Municipality"
71,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",71,"Almería",NA,"Municipality","Municipality"
72,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",72,"Benahadux",NA,"Municipality","Municipality"
73,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",73,"Carboneras",NA,"Municipality","Municipality"
74,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",74,"Gádor",NA,"Municipality","Municipality"
75,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",75,"Huércal de Almería",NA,"Municipality","Municipality"
76,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",76,"Níjar",NA,"Municipality","Municipality"
77,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",77,"Pechina",NA,"Municipality","Municipality"
78,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",78,"Rioja",NA,"Municipality","Municipality"
79,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",79,"Santa Fe de Mondújar",NA,"Municipality","Municipality"
80,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)",80,"Viator",NA,"Municipality","Municipality"
81,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)",81,"Adra",NA,"Municipality","Municipality"
82,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)",82,"Berja",NA,"Municipality","Municipality"
83,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)",83,"Dalías",NA,"Municipality","Municipality"
84,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)",84,"El Ejido",NA,"Municipality","Municipality"
85,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)",85,"Enix",NA,"Municipality","Municipality"
86,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)",86,"Felix",NA,"Municipality","Municipality"
87,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)",87,"La Mojonera",NA,"Municipality","Municipality"
88,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)",88,"Roquetas de Mar",NA,"Municipality","Municipality"
89,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)",89,"Vícar",NA,"Municipality","Municipality"
90,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",90,"Antas",NA,"Municipality","Municipality"
91,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",91,"Bédar",NA,"Municipality","Municipality"
92,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",92,"Cuevas del Almanzora",NA,"Municipality","Municipality"
93,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",93,"Garrucha",NA,"Municipality","Municipality"
94,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",94,"Huércal-Overa",NA,"Municipality","Municipality"
95,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",95,"Los Gallardos",NA,"Municipality","Municipality"
96,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",96,"Mojácar",NA,"Municipality","Municipality"
97,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",97,"Pulpí",NA,"Municipality","Municipality"
98,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",98,"Turre",NA,"Municipality","Municipality"
99,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)",99,"Vera",NA,"Municipality","Municipality"
100,215,"ESP","Spain",1,"Andalucía",1,"Almería",8,"n.a. (22)",100,"Chirivel",NA,"Municipality","Municipality"
101,215,"ESP","Spain",1,"Andalucía",1,"Almería",8,"n.a. (22)",101,"María",NA,"Municipality","Municipality"
102,215,"ESP","Spain",1,"Andalucía",1,"Almería",8,"n.a. (22)",102,"Vélez-Blanco",NA,"Municipality","Municipality"
103,215,"ESP","Spain",1,"Andalucía",1,"Almería",8,"n.a. (22)",103,"Vélez-Rubio",NA,"Municipality","Municipality"
104,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",9,"Bahía de Cádiz",104,"Cádiz",NA,"Municipality","Municipality"
105,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",9,"Bahía de Cádiz",105,"Chiclana de la Frontera",NA,"Municipality","Municipality"
106,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",9,"Bahía de Cádiz",106,"El Puerto de Santa María",NA,"Municipality","Municipality"
107,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",9,"Bahía de Cádiz",107,"Puerto Real",NA,"Municipality","Municipality"
108,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",9,"Bahía de Cádiz",108,"San Fernando",NA,"Municipality","Municipality"
109,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",10,"Campiña de Jerez",109,"Jerez de la Frontera",NA,"Municipality","Municipality"
110,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",10,"Campiña de Jerez",110,"San José del Valle",NA,"Municipality","Municipality"
111,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",11,"Campo de Gibraltar",111,"Algeciras",NA,"Municipality","Municipality"
112,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",11,"Campo de Gibraltar",112,"Castellar de la Frontera",NA,"Municipality","Municipality"
113,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",11,"Campo de Gibraltar",113,"Jimena de la Frontera",NA,"Municipality","Municipality"
114,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",11,"Campo de Gibraltar",114,"La Línea de la Concepción",NA,"Municipality","Municipality"
115,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",11,"Campo de Gibraltar",115,"Los Barrios",NA,"Municipality","Municipality"
116,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",11,"Campo de Gibraltar",116,"San Roque",NA,"Municipality","Municipality"
117,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",11,"Campo de Gibraltar",117,"Tarifa",NA,"Municipality","Municipality"
118,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",12,"Costa Noroeste",118,"Chipiona",NA,"Municipality","Municipality"
119,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",12,"Costa Noroeste",119,"Rota",NA,"Municipality","Municipality"
120,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",12,"Costa Noroeste",120,"Sanlúcar de Barrameda",NA,"Municipality","Municipality"
121,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",12,"Costa Noroeste",121,"Trebujena",NA,"Municipality","Municipality"
122,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",13,"La Janda",122,"Alcalá de los Gazules",NA,"Municipality","Municipality"
123,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",13,"La Janda",123,"Barbate",NA,"Municipality","Municipality"
124,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",13,"La Janda",124,"Benalup-Casas Viejas",NA,"Municipality","Municipality"
125,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",13,"La Janda",125,"Conil de la Frontera",NA,"Municipality","Municipality"
126,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",13,"La Janda",126,"Medina-Sidonia",NA,"Municipality","Municipality"
127,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",13,"La Janda",127,"Paterna de Rivera",NA,"Municipality","Municipality"
128,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",13,"La Janda",128,"Vejer de la Frontera",NA,"Municipality","Municipality"
129,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",129,"Alcalá del Valle",NA,"Municipality","Municipality"
130,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",130,"Algar",NA,"Municipality","Municipality"
131,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",131,"Algodonales",NA,"Municipality","Municipality"
132,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",132,"Arcos de la Frontera",NA,"Municipality","Municipality"
133,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",133,"Benaocaz",NA,"Municipality","Municipality"
134,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",134,"Bornos",NA,"Municipality","Municipality"
135,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",135,"El Bosque",NA,"Municipality","Municipality"
136,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",136,"El Gastor",NA,"Municipality","Municipality"
137,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",137,"Espera",NA,"Municipality","Municipality"
138,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",138,"Grazalema",NA,"Municipality","Municipality"
139,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",139,"Jerez de la Frontera",NA,"Municipality","Municipality"
140,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",140,"Olvera",NA,"Municipality","Municipality"
141,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",141,"Prado del Rey",NA,"Municipality","Municipality"
142,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",142,"Puerto Serrano",NA,"Municipality","Municipality"
143,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",143,"Setenil de las Bodegas",NA,"Municipality","Municipality"
144,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",144,"Torre Alháquime",NA,"Municipality","Municipality"
145,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",145,"Ubrique",NA,"Municipality","Municipality"
146,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",146,"Villaluenga del Rosario",NA,"Municipality","Municipality"
147,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",147,"Villamartín",NA,"Municipality","Municipality"
148,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz",148,"Zahara",NA,"Municipality","Municipality"
149,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",149,"Aguilar de la Frontera",NA,"Municipality","Municipality"
150,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",150,"Fernán-Núñez",NA,"Municipality","Municipality"
151,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",151,"La Rambla",NA,"Municipality","Municipality"
152,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",152,"Montalbán de Córdoba",NA,"Municipality","Municipality"
153,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",153,"Montemayor",NA,"Municipality","Municipality"
154,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",154,"Montilla",NA,"Municipality","Municipality"
155,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",155,"Monturque",NA,"Municipality","Municipality"
156,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",156,"Moriles",NA,"Municipality","Municipality"
157,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",157,"Puente Genil",NA,"Municipality","Municipality"
158,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur",158,"Santaella",NA,"Municipality","Municipality"
159,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",159,"Añora",NA,"Municipality","Municipality"
160,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",160,"Alcaracejos",NA,"Municipality","Municipality"
161,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",161,"Belalcázar",NA,"Municipality","Municipality"
162,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",162,"Belmez",NA,"Municipality","Municipality"
163,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",163,"Cardeña",NA,"Municipality","Municipality"
164,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",164,"Conquista",NA,"Municipality","Municipality"
165,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",165,"Dos Torres",NA,"Municipality","Municipality"
166,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",166,"El Guijo",NA,"Municipality","Municipality"
167,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",167,"El Viso",NA,"Municipality","Municipality"
168,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",168,"Fuente la Lancha",NA,"Municipality","Municipality"
169,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",169,"Fuente Obejuna",NA,"Municipality","Municipality"
170,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",170,"Hinojosa del Duque",NA,"Municipality","Municipality"
171,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",171,"La Granjuela",NA,"Municipality","Municipality"
172,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",172,"Los Blázque",NA,"Municipality","Municipality"
173,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",173,"Peñarroya-Pueblonuevo",NA,"Municipality","Municipality"
174,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",174,"Pedroche",NA,"Municipality","Municipality"
175,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",175,"Pozoblanco",NA,"Municipality","Municipality"
176,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",176,"Santa Eufemia",NA,"Municipality","Municipality"
177,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",177,"Torrecampo",NA,"Municipality","Municipality"
178,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",178,"Valsequillo",NA,"Municipality","Municipality"
179,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",179,"Villanueva de Córdoba",NA,"Municipality","Municipality"
180,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",180,"Villanueva del Duque",NA,"Municipality","Municipality"
181,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)",181,"Villaralto",NA,"Municipality","Municipality"
182,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",17,"n.a. (87)",182,"Adamuz",NA,"Municipality","Municipality"
183,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",17,"n.a. (87)",183,"Espiel",NA,"Municipality","Municipality"
184,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",17,"n.a. (87)",184,"Hornachuelos",NA,"Municipality","Municipality"
185,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",17,"n.a. (87)",185,"Montoro",NA,"Municipality","Municipality"
186,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",17,"n.a. (87)",186,"Obejo",NA,"Municipality","Municipality"
187,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",17,"n.a. (87)",187,"Villaharta",NA,"Municipality","Municipality"
188,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",17,"n.a. (87)",188,"Villanueva del Rey",NA,"Municipality","Municipality"
189,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",17,"n.a. (87)",189,"Villaviciosa de Córdoba",NA,"Municipality","Municipality"
190,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",190,"Almodóvar del Río",NA,"Municipality","Municipality"
191,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",191,"Bujalance",NA,"Municipality","Municipality"
192,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",192,"Córdoba",NA,"Municipality","Municipality"
193,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",193,"Cañete de las Torres",NA,"Municipality","Municipality"
194,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",194,"Castro del Río",NA,"Municipality","Municipality"
195,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",195,"El Carpio",NA,"Municipality","Municipality"
196,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",196,"Espejo",NA,"Municipality","Municipality"
197,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",197,"La Victoria",NA,"Municipality","Municipality"
198,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",198,"Pedro Abad",NA,"Municipality","Municipality"
199,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",199,"Posadas",NA,"Municipality","Municipality"
200,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",200,"Villa del Río",NA,"Municipality","Municipality"
201,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)",201,"Villafranca de Córdoba",NA,"Municipality","Municipality"
202,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",19,"n.a. (89)",202,"Fuente Palmera",NA,"Municipality","Municipality"
203,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",19,"n.a. (89)",203,"Palma del Río",NA,"Municipality","Municipality"
204,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",20,"n.a. (90)",204,"Almodóvar del Río",NA,"Municipality","Municipality"
205,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",20,"n.a. (90)",205,"Fuente Palmera",NA,"Municipality","Municipality"
206,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",20,"n.a. (90)",206,"Guadalcázar",NA,"Municipality","Municipality"
207,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",20,"n.a. (90)",207,"La Carlota",NA,"Municipality","Municipality"
208,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",20,"n.a. (90)",208,"La Rambla",NA,"Municipality","Municipality"
